"","airline","Date","CurrDate","n_day","wk_day","ch_price"
"67","Alaska Airlines","01/05/2019","2018-12-01",35,"Saturday",288.8
"1226","American Airlines","01/05/2019","2018-11-18",48,"Sunday",489.6
"1227","American Airlines","01/05/2019","2018-11-19",47,"Monday",249.8
"1228","American Airlines","01/05/2019","2018-11-20",46,"Tuesday",249.8
"1229","American Airlines","01/05/2019","2018-11-21",45,"Wednesday",128.2
"1230","American Airlines","01/05/2019","2018-11-22",44,"Thursday",367.2
"1231","American Airlines","01/05/2019","2018-11-23",43,"Friday",244.8
"1232","American Airlines","01/05/2019","2018-11-24",42,"Saturday",244.8
"1233","American Airlines","01/05/2019","2018-11-25",41,"Sunday",298.8
"1234","American Airlines","01/05/2019","2018-11-26",40,"Monday",298.8
"1235","American Airlines","01/05/2019","2018-11-27",39,"Tuesday",298.8
"1236","American Airlines","01/05/2019","2018-11-28",38,"Wednesday",298.8
"1237","American Airlines","01/05/2019","2018-11-29",37,"Thursday",298.8
"1238","American Airlines","01/05/2019","2018-11-30",36,"Friday",298.8
"1239","American Airlines","01/05/2019","2018-12-01",35,"Saturday",298.8
"2553","Delta","01/05/2019","2018-11-18",48,"Sunday",482.4
"2554","Delta","01/05/2019","2018-11-19",47,"Monday",241.2
"2555","Delta","01/05/2019","2018-11-20",46,"Tuesday",241.2
"2556","Delta","01/05/2019","2018-11-21",45,"Wednesday",136.8
"2557","Delta","01/05/2019","2018-11-22",44,"Thursday",474.3
"2558","Delta","01/05/2019","2018-11-23",43,"Friday",316.2
"2559","Delta","01/05/2019","2018-11-24",42,"Saturday",316.2
"2560","Delta","01/05/2019","2018-11-25",41,"Sunday",316.2
"2561","Delta","01/05/2019","2018-11-26",40,"Monday",316.2
"2562","Delta","01/05/2019","2018-11-27",39,"Tuesday",316.2
"2563","Delta","01/05/2019","2018-11-28",38,"Wednesday",316.2
"3848","JetBlue Airways","01/05/2019","2018-11-18",48,"Sunday",492.4
"3849","JetBlue Airways","01/05/2019","2018-11-19",47,"Monday",246.2
"3850","JetBlue Airways","01/05/2019","2018-11-20",46,"Tuesday",246.2
"3851","JetBlue Airways","01/05/2019","2018-11-21",45,"Wednesday",148.2
"3852","JetBlue Airways","01/05/2019","2018-11-22",44,"Thursday",421.8
"3853","JetBlue Airways","01/05/2019","2018-11-23",43,"Friday",281.2
"3854","JetBlue Airways","01/05/2019","2018-11-24",42,"Saturday",281.2
"3855","JetBlue Airways","01/05/2019","2018-11-25",41,"Sunday",281.2
"3856","JetBlue Airways","01/05/2019","2018-11-26",40,"Monday",281.2
"3857","JetBlue Airways","01/05/2019","2018-11-27",39,"Tuesday",281.2
"3858","JetBlue Airways","01/05/2019","2018-11-28",38,"Wednesday",338.41
"3859","JetBlue Airways","01/05/2019","2018-11-29",37,"Thursday",361.5
"3860","JetBlue Airways","01/05/2019","2018-11-30",36,"Friday",361.5
"3861","JetBlue Airways","01/05/2019","2018-12-01",35,"Saturday",349.41
"5126","Spirit Airlines","01/05/2019","2018-11-18",48,"Sunday",449.74
"5127","Spirit Airlines","01/05/2019","2018-11-19",47,"Monday",205.88
"5128","Spirit Airlines","01/05/2019","2018-11-20",46,"Tuesday",205.88
"5129","Spirit Airlines","01/05/2019","2018-11-21",45,"Wednesday",192.87
"5130","Spirit Airlines","01/05/2019","2018-11-22",44,"Thursday",337.305
"5131","Spirit Airlines","01/05/2019","2018-11-23",43,"Friday",224.87
"5132","Spirit Airlines","01/05/2019","2018-11-24",42,"Saturday",224.87
"5133","Spirit Airlines","01/05/2019","2018-11-25",41,"Sunday",224.87
"5134","Spirit Airlines","01/05/2019","2018-11-26",40,"Monday",224.87
"5135","Spirit Airlines","01/05/2019","2018-11-27",39,"Tuesday",205.88
"5136","Spirit Airlines","01/05/2019","2018-11-28",38,"Wednesday",205.88
"5137","Spirit Airlines","01/05/2019","2018-11-29",37,"Thursday",224.87
"5138","Spirit Airlines","01/05/2019","2018-11-30",36,"Friday",224.87
"5139","Spirit Airlines","01/05/2019","2018-12-01",35,"Saturday",225.87
"6452","United","01/05/2019","2018-11-18",48,"Sunday",496.4
"6453","United","01/05/2019","2018-11-19",47,"Monday",248.2
"6454","United","01/05/2019","2018-11-20",46,"Tuesday",248.2
"6455","United","01/05/2019","2018-11-21",45,"Wednesday",128.2
"6456","United","01/05/2019","2018-11-22",44,"Thursday",372.3
"6457","United","01/05/2019","2018-11-23",43,"Friday",229.8
"6458","United","01/05/2019","2018-11-24",42,"Saturday",229.8
"6459","United","01/05/2019","2018-11-25",41,"Sunday",229.8
"6460","United","01/05/2019","2018-11-26",40,"Monday",229.8
"6461","United","01/05/2019","2018-11-27",39,"Tuesday",229.8
"6462","United","01/05/2019","2018-11-28",38,"Wednesday",229.8
"6463","United","01/05/2019","2018-11-29",37,"Thursday",229.8
"6464","United","01/05/2019","2018-11-30",36,"Friday",229.8
"6465","United","01/05/2019","2018-12-01",35,"Saturday",229.8
"68","Alaska Airlines","01/06/2019","2018-11-18",49,"Sunday",183.2
"69","Alaska Airlines","01/06/2019","2018-11-19",48,"Monday",183.2
"70","Alaska Airlines","01/06/2019","2018-11-20",47,"Tuesday",183.2
"71","Alaska Airlines","01/06/2019","2018-11-21",46,"Wednesday",183.2
"72","Alaska Airlines","01/06/2019","2018-11-22",45,"Thursday",246.2
"73","Alaska Airlines","01/06/2019","2018-11-23",44,"Friday",246.2
"74","Alaska Airlines","01/06/2019","2018-11-24",43,"Saturday",246.2
"75","Alaska Airlines","01/06/2019","2018-11-25",42,"Sunday",246.2
"76","Alaska Airlines","01/06/2019","2018-11-26",41,"Monday",246.2
"77","Alaska Airlines","01/06/2019","2018-11-27",40,"Tuesday",246.2
"78","Alaska Airlines","01/06/2019","2018-11-28",39,"Wednesday",248.2
"79","Alaska Airlines","01/06/2019","2018-11-29",38,"Thursday",248.8
"80","Alaska Airlines","01/06/2019","2018-11-30",37,"Friday",288.8
"81","Alaska Airlines","01/06/2019","2018-12-01",36,"Saturday",288.8
"1240","American Airlines","01/06/2019","2018-11-18",49,"Sunday",198.2
"1241","American Airlines","01/06/2019","2018-11-19",48,"Monday",163.2
"1242","American Airlines","01/06/2019","2018-11-20",47,"Tuesday",203.2
"1243","American Airlines","01/06/2019","2018-11-21",46,"Wednesday",203.2
"1244","American Airlines","01/06/2019","2018-11-22",45,"Thursday",198.2
"1245","American Airlines","01/06/2019","2018-11-23",44,"Friday",198.2
"1246","American Airlines","01/06/2019","2018-11-24",43,"Saturday",198.2
"1247","American Airlines","01/06/2019","2018-11-25",42,"Sunday",198.2
"1248","American Airlines","01/06/2019","2018-11-26",41,"Monday",198.2
"1249","American Airlines","01/06/2019","2018-11-27",40,"Tuesday",236.2
"1250","American Airlines","01/06/2019","2018-11-28",39,"Wednesday",236.2
"1251","American Airlines","01/06/2019","2018-11-29",38,"Thursday",236.2
"1252","American Airlines","01/06/2019","2018-11-30",37,"Friday",236.2
"1253","American Airlines","01/06/2019","2018-12-01",36,"Saturday",236.2
"2564","Delta","01/06/2019","2018-11-18",49,"Sunday",196.4
"2565","Delta","01/06/2019","2018-11-19",48,"Monday",198.2
"2566","Delta","01/06/2019","2018-11-20",47,"Tuesday",201.4
"2567","Delta","01/06/2019","2018-11-21",46,"Wednesday",201.4
"2568","Delta","01/06/2019","2018-11-22",45,"Thursday",218.19
"2569","Delta","01/06/2019","2018-11-23",44,"Friday",218.19
"2570","Delta","01/06/2019","2018-11-24",43,"Saturday",218.19
"2571","Delta","01/06/2019","2018-11-25",42,"Sunday",226.39
"2572","Delta","01/06/2019","2018-11-26",41,"Monday",218.19
"2573","Delta","01/06/2019","2018-11-27",40,"Tuesday",226.39
"2574","Delta","01/06/2019","2018-11-28",39,"Wednesday",218.19
"2575","Delta","01/06/2019","2018-11-29",38,"Thursday",226.39
"2576","Delta","01/06/2019","2018-11-30",37,"Friday",226.39
"2577","Delta","01/06/2019","2018-12-01",36,"Saturday",226.39
"3862","JetBlue Airways","01/06/2019","2018-11-18",49,"Sunday",173.2
"3863","JetBlue Airways","01/06/2019","2018-11-19",48,"Monday",173.2
"3864","JetBlue Airways","01/06/2019","2018-11-20",47,"Tuesday",198.2
"3865","JetBlue Airways","01/06/2019","2018-11-21",46,"Wednesday",198.2
"3866","JetBlue Airways","01/06/2019","2018-11-22",45,"Thursday",188.2
"3867","JetBlue Airways","01/06/2019","2018-11-23",44,"Friday",210.21
"3868","JetBlue Airways","01/06/2019","2018-11-24",43,"Saturday",188.2
"3869","JetBlue Airways","01/06/2019","2018-11-25",42,"Sunday",188.2
"3870","JetBlue Airways","01/06/2019","2018-11-26",41,"Monday",188.2
"3871","JetBlue Airways","01/06/2019","2018-11-27",40,"Tuesday",188.2
"3872","JetBlue Airways","01/06/2019","2018-11-28",39,"Wednesday",252.25
"3873","JetBlue Airways","01/06/2019","2018-11-29",38,"Thursday",216.82
"3874","JetBlue Airways","01/06/2019","2018-11-30",37,"Friday",252.25
"3875","JetBlue Airways","01/06/2019","2018-12-01",36,"Saturday",252.25
"5140","Spirit Airlines","01/06/2019","2018-11-18",49,"Sunday",225.87
"5141","Spirit Airlines","01/06/2019","2018-11-19",48,"Monday",225.87
"5142","Spirit Airlines","01/06/2019","2018-11-20",47,"Tuesday",225.87
"5143","Spirit Airlines","01/06/2019","2018-11-21",46,"Wednesday",225.87
"5144","Spirit Airlines","01/06/2019","2018-11-22",45,"Thursday",225.87
"5145","Spirit Airlines","01/06/2019","2018-11-23",44,"Friday",225.87
"5146","Spirit Airlines","01/06/2019","2018-11-24",43,"Saturday",225.87
"5147","Spirit Airlines","01/06/2019","2018-11-25",42,"Sunday",225.87
"5148","Spirit Airlines","01/06/2019","2018-11-26",41,"Monday",205.88
"5149","Spirit Airlines","01/06/2019","2018-11-27",40,"Tuesday",205.88
"5150","Spirit Airlines","01/06/2019","2018-11-28",39,"Wednesday",205.88
"5151","Spirit Airlines","01/06/2019","2018-11-29",38,"Thursday",225.87
"5152","Spirit Airlines","01/06/2019","2018-11-30",37,"Friday",225.87
"5153","Spirit Airlines","01/06/2019","2018-12-01",36,"Saturday",225.87
"5916","Sun Country Airlines","01/06/2019","2018-11-18",49,"Sunday",198.4
"5917","Sun Country Airlines","01/06/2019","2018-11-19",48,"Monday",198.4
"5918","Sun Country Airlines","01/06/2019","2018-11-20",47,"Tuesday",198.4
"5919","Sun Country Airlines","01/06/2019","2018-11-21",46,"Wednesday",198.4
"5920","Sun Country Airlines","01/06/2019","2018-11-22",45,"Thursday",208.4
"5921","Sun Country Airlines","01/06/2019","2018-11-23",44,"Friday",208.4
"5922","Sun Country Airlines","01/06/2019","2018-11-24",43,"Saturday",208.4
"5923","Sun Country Airlines","01/06/2019","2018-11-25",42,"Sunday",208.4
"5924","Sun Country Airlines","01/06/2019","2018-11-26",41,"Monday",208.4
"5925","Sun Country Airlines","01/06/2019","2018-11-27",40,"Tuesday",208.4
"5926","Sun Country Airlines","01/06/2019","2018-11-28",39,"Wednesday",188.39
"5927","Sun Country Airlines","01/06/2019","2018-11-29",38,"Thursday",188.39
"5928","Sun Country Airlines","01/06/2019","2018-11-30",37,"Friday",188.39
"5929","Sun Country Airlines","01/06/2019","2018-12-01",36,"Saturday",188.39
"6466","United","01/06/2019","2018-11-18",49,"Sunday",183.2
"6467","United","01/06/2019","2018-11-19",48,"Monday",183.2
"6468","United","01/06/2019","2018-11-20",47,"Tuesday",188.2
"6469","United","01/06/2019","2018-11-21",46,"Wednesday",188.2
"6470","United","01/06/2019","2018-11-22",45,"Thursday",183.2
"6471","United","01/06/2019","2018-11-23",44,"Friday",183.2
"6472","United","01/06/2019","2018-11-24",43,"Saturday",221.2
"6473","United","01/06/2019","2018-11-25",42,"Sunday",183.2
"6474","United","01/06/2019","2018-11-26",41,"Monday",183.2
"6475","United","01/06/2019","2018-11-27",40,"Tuesday",221.2
"6476","United","01/06/2019","2018-11-28",39,"Wednesday",221.2
"6477","United","01/06/2019","2018-11-29",38,"Thursday",183.2
"6478","United","01/06/2019","2018-11-30",37,"Friday",221.2
"6479","United","01/06/2019","2018-12-01",36,"Saturday",221.2
"82","Alaska Airlines","01/07/2019","2018-11-18",50,"Sunday",148.2
"83","Alaska Airlines","01/07/2019","2018-11-19",49,"Monday",148.2
"84","Alaska Airlines","01/07/2019","2018-11-20",48,"Tuesday",136.2
"85","Alaska Airlines","01/07/2019","2018-11-21",47,"Wednesday",136.2
"86","Alaska Airlines","01/07/2019","2018-11-22",46,"Thursday",136.2
"87","Alaska Airlines","01/07/2019","2018-11-23",45,"Friday",415.6
"88","Alaska Airlines","01/07/2019","2018-11-24",44,"Saturday",136.2
"89","Alaska Airlines","01/07/2019","2018-11-25",43,"Sunday",136.2
"90","Alaska Airlines","01/07/2019","2018-11-26",42,"Monday",136.2
"91","Alaska Airlines","01/07/2019","2018-11-27",41,"Tuesday",136.2
"92","Alaska Airlines","01/07/2019","2018-11-28",40,"Wednesday",148.2
"93","Alaska Airlines","01/07/2019","2018-11-29",39,"Thursday",148.2
"94","Alaska Airlines","01/07/2019","2018-11-30",38,"Friday",136.2
"95","Alaska Airlines","01/07/2019","2018-12-01",37,"Saturday",148.2
"1254","American Airlines","01/07/2019","2018-11-18",50,"Sunday",144.8
"1255","American Airlines","01/07/2019","2018-11-19",49,"Monday",144.8
"1256","American Airlines","01/07/2019","2018-11-20",48,"Tuesday",203.2
"1257","American Airlines","01/07/2019","2018-11-21",47,"Wednesday",161.8
"1258","American Airlines","01/07/2019","2018-11-22",46,"Thursday",161.8
"1259","American Airlines","01/07/2019","2018-11-23",45,"Friday",522.1
"1260","American Airlines","01/07/2019","2018-11-24",44,"Saturday",193.2
"1261","American Airlines","01/07/2019","2018-11-25",43,"Sunday",193.2
"1262","American Airlines","01/07/2019","2018-11-26",42,"Monday",193.2
"1263","American Airlines","01/07/2019","2018-11-27",41,"Tuesday",193.2
"1264","American Airlines","01/07/2019","2018-11-28",40,"Wednesday",193.2
"1265","American Airlines","01/07/2019","2018-11-29",39,"Thursday",193.2
"1266","American Airlines","01/07/2019","2018-11-30",38,"Friday",193.2
"1267","American Airlines","01/07/2019","2018-12-01",37,"Saturday",193.2
"2578","Delta","01/07/2019","2018-11-18",50,"Sunday",166.8
"2579","Delta","01/07/2019","2018-11-19",49,"Monday",166.8
"2580","Delta","01/07/2019","2018-11-20",48,"Tuesday",163.2
"2581","Delta","01/07/2019","2018-11-21",47,"Wednesday",163.2
"2582","Delta","01/07/2019","2018-11-22",46,"Thursday",163.2
"2583","Delta","01/07/2019","2018-11-23",45,"Friday",207.6
"2584","Delta","01/07/2019","2018-11-24",44,"Saturday",158.2
"2585","Delta","01/07/2019","2018-11-25",43,"Sunday",158.2
"2586","Delta","01/07/2019","2018-11-26",42,"Monday",158.2
"2587","Delta","01/07/2019","2018-11-27",41,"Tuesday",158.2
"2588","Delta","01/07/2019","2018-11-28",40,"Wednesday",158.2
"2589","Delta","01/07/2019","2018-11-29",39,"Thursday",158.2
"2590","Delta","01/07/2019","2018-11-30",38,"Friday",158.2
"2591","Delta","01/07/2019","2018-12-01",37,"Saturday",156.8
"3876","JetBlue Airways","01/07/2019","2018-11-18",50,"Sunday",136.2
"3877","JetBlue Airways","01/07/2019","2018-11-19",49,"Monday",136.2
"3878","JetBlue Airways","01/07/2019","2018-11-20",48,"Tuesday",136.2
"3879","JetBlue Airways","01/07/2019","2018-11-21",47,"Wednesday",136.2
"3880","JetBlue Airways","01/07/2019","2018-11-22",46,"Thursday",136.2
"3881","JetBlue Airways","01/07/2019","2018-11-24",44,"Saturday",136.2
"3882","JetBlue Airways","01/07/2019","2018-11-25",43,"Sunday",136.2
"3883","JetBlue Airways","01/07/2019","2018-11-26",42,"Monday",136.2
"3884","JetBlue Airways","01/07/2019","2018-11-27",41,"Tuesday",148.2
"3885","JetBlue Airways","01/07/2019","2018-11-28",40,"Wednesday",148.2
"3886","JetBlue Airways","01/07/2019","2018-11-29",39,"Thursday",148.2
"3887","JetBlue Airways","01/07/2019","2018-11-30",38,"Friday",148.2
"3888","JetBlue Airways","01/07/2019","2018-12-01",37,"Saturday",148.2
"5154","Spirit Airlines","01/07/2019","2018-11-18",50,"Sunday",185.88
"5155","Spirit Airlines","01/07/2019","2018-11-19",49,"Monday",185.88
"5156","Spirit Airlines","01/07/2019","2018-11-21",47,"Wednesday",185.88
"5157","Spirit Airlines","01/07/2019","2018-11-22",46,"Thursday",185.88
"5158","Spirit Airlines","01/07/2019","2018-11-24",44,"Saturday",185.88
"5159","Spirit Airlines","01/07/2019","2018-11-25",43,"Sunday",185.88
"5160","Spirit Airlines","01/07/2019","2018-11-26",42,"Monday",185.88
"5161","Spirit Airlines","01/07/2019","2018-11-27",41,"Tuesday",185.88
"5162","Spirit Airlines","01/07/2019","2018-11-28",40,"Wednesday",185.88
"5163","Spirit Airlines","01/07/2019","2018-11-29",39,"Thursday",185.88
"5164","Spirit Airlines","01/07/2019","2018-11-30",38,"Friday",185.88
"5165","Spirit Airlines","01/07/2019","2018-12-01",37,"Saturday",185.88
"5930","Sun Country Airlines","01/07/2019","2018-11-18",50,"Sunday",220.8
"5931","Sun Country Airlines","01/07/2019","2018-11-19",49,"Monday",220.8
"5932","Sun Country Airlines","01/07/2019","2018-11-21",47,"Wednesday",230.8
"5933","Sun Country Airlines","01/07/2019","2018-11-22",46,"Thursday",230.8
"5934","Sun Country Airlines","01/07/2019","2018-11-24",44,"Saturday",182.8
"5935","Sun Country Airlines","01/07/2019","2018-11-25",43,"Sunday",182.8
"5936","Sun Country Airlines","01/07/2019","2018-11-26",42,"Monday",182.8
"5937","Sun Country Airlines","01/07/2019","2018-11-28",40,"Wednesday",157.8
"5938","Sun Country Airlines","01/07/2019","2018-11-29",39,"Thursday",157.8
"5939","Sun Country Airlines","01/07/2019","2018-11-30",38,"Friday",157.8
"5940","Sun Country Airlines","01/07/2019","2018-12-01",37,"Saturday",157.8
"6480","United","01/07/2019","2018-11-18",50,"Sunday",136.2
"6481","United","01/07/2019","2018-11-19",49,"Monday",136.2
"6482","United","01/07/2019","2018-11-20",48,"Tuesday",141.2
"6483","United","01/07/2019","2018-11-21",47,"Wednesday",136.2
"6484","United","01/07/2019","2018-11-22",46,"Thursday",136.2
"6485","United","01/07/2019","2018-11-23",45,"Friday",448.105
"6486","United","01/07/2019","2018-11-24",44,"Saturday",136.2
"6487","United","01/07/2019","2018-11-25",43,"Sunday",148.2
"6488","United","01/07/2019","2018-11-26",42,"Monday",148.2
"6489","United","01/07/2019","2018-11-27",41,"Tuesday",148.2
"6490","United","01/07/2019","2018-11-28",40,"Wednesday",148.2
"6491","United","01/07/2019","2018-11-29",39,"Thursday",148.2
"6492","United","01/07/2019","2018-11-30",38,"Friday",148.2
"6493","United","01/07/2019","2018-12-01",37,"Saturday",136.2
"96","Alaska Airlines","01/08/2019","2018-11-18",51,"Sunday",576.2
"97","Alaska Airlines","01/08/2019","2018-11-19",50,"Monday",576.2
"98","Alaska Airlines","01/08/2019","2018-11-20",49,"Tuesday",128.2
"99","Alaska Airlines","01/08/2019","2018-11-21",48,"Wednesday",128.2
"100","Alaska Airlines","01/08/2019","2018-11-22",47,"Thursday",128.2
"101","Alaska Airlines","01/08/2019","2018-11-23",46,"Friday",128.2
"102","Alaska Airlines","01/08/2019","2018-11-24",45,"Saturday",128.2
"103","Alaska Airlines","01/08/2019","2018-11-25",44,"Sunday",128.2
"104","Alaska Airlines","01/08/2019","2018-11-26",43,"Monday",128.2
"105","Alaska Airlines","01/08/2019","2018-11-27",42,"Tuesday",118.2
"106","Alaska Airlines","01/08/2019","2018-11-28",41,"Wednesday",118.2
"107","Alaska Airlines","01/08/2019","2018-11-29",40,"Thursday",128.2
"108","Alaska Airlines","01/08/2019","2018-11-30",39,"Friday",128.2
"109","Alaska Airlines","01/08/2019","2018-12-01",38,"Saturday",128.2
"1268","American Airlines","01/08/2019","2018-11-18",51,"Sunday",684.2
"1269","American Airlines","01/08/2019","2018-11-19",50,"Monday",684.2
"1270","American Airlines","01/08/2019","2018-11-20",49,"Tuesday",128.2
"1271","American Airlines","01/08/2019","2018-11-21",48,"Wednesday",128.2
